x,y,z,
10.35,0.99,-2.58,
10.10,0.36,-2.72,
10.85,0.78,-2.07,
10.82,0.39,-1.87,
10.27,0.55,-1.62,
10.02,0.09,-1.87,
10.53,0.81,-0.72,
10.13,1.08,-1.71,
9.95,1.06,-2.29,
10.71,1.56,-1.59,
11.16,1.34,-0.97,
11.20,0.53,-1.04,
11.13,-0.02,-1.08,
10.14,-1.56,-2.10,
9.20,-2.67,-2.94,
9.86,-2.24,-2.82,
9.42,-2.03,-2.90,
9.10,-2.43,-3.23,
8.64,-2.24,-3.34,
9.26,-1.61,-2.97,
9.38,-0.71,-2.96,
9.47,-0.07,-2.47,
9.75,-0.53,-2.90,
9.28,-0.47,-3.26,
9.50,-1.57,-4.01,
9.64,-1.64,-3.23,
10.74,-3.28,-3.51,
10.60,-3.18,-2.94,
11.67,-3.33,-2.92,
12.35,-0.67,-2.04,
12.99,0.81,-2.48,
12.22,0.12,-3.64,
11.65,0.28,-3.70,
10.47,-0.75,-3.23,
9.91,-1.89,-2.47,
9.54,-2.67,-2.62,
9.71,-2.69,-2.12,
10.11,-2.61,-2.47,
10.02,-2.45,-3.04,
8.99,-2.24,-3.82,
9.55,-1.84,-3.58,
9.64,-1.50,-3.32,
9.96,-1.91,-3.63,
9.98,-1.67,-3.24,
10.31,-1.14,-3.04,
9.41,-1.60,-3.23,
9.04,-1.57,-3.54,
9.05,-1.91,-3.94,
8.71,-1.82,-3.17,
8.49,-2.26,-3.35,
8.60,-2.09,-3.47,
8.88,-1.88,-3.51,
8.61,-2.16,-3.64,
8.85,-2.31,-3.86,
9.02,-2.20,-3.55,
9.54,-2.26,-3.51,
9.04,-2.22,-3.58,
9.21,-2.12,-3.23,
9.34,-2.15,-3.37,
9.57,-1.92,-3.20,
8.72,-1.90,-3.47,
8.92,-2.20,-3.59,
9.32,-2.18,-3.21,
9.71,-1.85,-2.91,
8.87,-1.99,-3.33,
9.25,-2.18,-3.53,
9.83,-2.24,-3.60,
11.26,-2.66,-2.99,
11.05,-2.34,-2.25,
11.86,-1.65,-1.88,
11.89,-0.63,-2.45,
10.52,-0.93,-3.49,
10.13,-2.69,-4.89,
9.57,-1.73,-3.50,
9.71,-1.75,-4.04,
9.61,-1.42,-3.41,
9.42,-1.43,-2.96,
8.88,-1.33,-3.37,
9.20,-1.12,-3.06,
9.43,-0.93,-2.77,
9.48,-0.50,-2.40,
8.60,-0.08,-2.82,
9.28,0.01,-3.24,
9.23,-0.50,-2.79,
9.60,-0.82,-2.13,
9.67,-1.22,-1.87,
9.57,-1.80,-2.35,
9.77,-1.60,-3.07,
10.21,-1.56,-4.13,
10.34,-1.63,-4.22,
11.54,-1.13,-2.11,
11.71,-0.28,-1.41,
10.48,-0.61,-2.55,
9.06,-1.39,-3.60,
9.59,-0.61,-3.37,
9.19,-0.91,-3.61,
8.79,-1.09,-3.41,
8.52,-1.34,-3.20,
9.29,-0.95,-2.82,
9.05,-0.83,-3.07,
9.07,-1.22,-3.47,
8.92,-1.49,-3.67,
9.40,-1.46,-3.25,
9.01,-1.66,-3.23,
8.82,-1.72,-3.51,
8.73,-1.50,-4.05,
9.06,-1.03,-3.74,
8.85,-1.39,-3.90,
8.66,-1.87,-3.92,
8.78,-2.32,-3.86,
8.93,-2.48,-3.46,
8.81,-2.94,-3.85,
8.87,-3.24,-4.58,
8.98,-3.00,-5.00,
9.34,-2.86,-4.87,
9.89,-3.66,-4.53,
9.10,-2.63,-4.07,
9.83,-3.14,-4.88,
10.47,-3.27,-3.72,
10.86,-2.65,-2.75,
11.51,-1.70,-1.60,
11.83,-0.76,-1.37,
10.23,-0.16,-2.56,
9.46,-0.00,-3.47,
9.20,-0.59,-3.39,
8.86,-1.49,-3.12,
8.12,-2.32,-2.95,
8.98,-2.38,-2.78,
8.54,-1.82,-2.74,
8.82,-2.09,-2.96,
9.29,-2.12,-3.12,
10.50,-1.45,-2.22,
9.64,-1.69,-2.67,
10.16,-1.35,-2.97,
11.00,-0.40,-2.11,
11.55,-0.33,-2.53,
11.85,0.51,-1.95,
11.47,0.38,-2.27,
11.04,-0.06,-2.19,
9.27,-1.20,-2.28,
9.75,-1.16,-1.58,
9.54,-1.51,-1.71,
10.65,2.48,-3.40,
12.11,-2.04,-2.38,
10.13,-1.53,-1.18,
9.99,-3.31,-3.25,
8.82,-1.41,-3.06,
10.15,-3.45,-2.46,
10.65,-1.75,-1.83,
12.01,-0.85,-1.94,
10.88,-0.52,-2.32,
9.76,-1.42,-3.75,
9.19,-1.19,-3.57,
9.44,-0.52,-3.07,
9.55,-0.78,-3.37,
9.37,-0.81,-3.53,
9.49,-1.35,-4.10,
9.93,-1.34,-4.18,
9.75,-1.40,-4.41,
9.10,-1.18,-4.86,
9.69,-1.11,-5.07,
9.53,-0.82,-4.36,
9.25,-1.47,-4.45,
8.78,-1.13,-3.63,
8.80,-1.45,-3.91,
8.64,-1.03,-3.81,
8.82,-1.30,-4.38,
9.05,-1.16,-4.79,
9.66,-1.52,-5.04,
9.30,-1.50,-4.93,
9.18,-1.22,-4.99,
9.03,-0.91,-5.17,
8.97,-0.79,-5.11,
9.01,-0.98,-5.53,
8.51,-0.55,-5.15,
8.69,-1.25,-5.40,
8.55,-1.67,-4.68,
8.29,-1.91,-4.35,
8.49,-1.92,-5.11,
8.77,-1.33,-5.94,
9.37,-0.84,-7.04,
9.24,-0.87,-7.71,
9.51,-1.39,-7.83,
9.73,-1.98,-7.98,
9.48,-2.27,-7.14,
8.94,-2.18,-6.51,
8.66,-1.56,-5.70,
8.73,-1.15,-5.19,
8.76,-0.84,-4.72,
8.20,-0.47,-3.95,
8.01,-0.69,-3.83,
8.26,-0.53,-4.41,
8.50,-0.31,-4.69,
8.82,-0.83,-5.22,
8.85,-1.20,-5.20,
8.93,-1.72,-5.36,
8.86,-1.69,-5.35,
8.65,-1.46,-5.14,
8.32,-1.29,-5.27,
8.13,-1.20,-5.06,
8.15,-1.16,-5.11,
8.30,-1.15,-4.91,
8.23,-1.37,-5.26,
8.13,-1.58,-5.25,
8.75,-2.20,-5.57,
10.12,-2.38,-4.73,
9.23,-1.20,-4.28,
8.92,-1.48,-4.88,
9.25,-0.50,-5.77,
9.09,0.02,-6.53,
8.65,-0.71,-6.03,
8.47,-1.83,-5.25,
8.68,-2.85,-4.51,
9.79,-2.88,-3.97,
10.27,-2.73,-3.11,
10.45,-3.75,-3.32,
11.20,-3.53,-2.53,
11.24,-3.08,-2.24,
11.65,-1.69,-1.44,
10.29,-1.57,-2.51,
8.53,-3.42,-4.16,
8.32,-3.31,-4.80,
9.07,-2.27,-4.97,
8.92,-2.35,-5.54,
8.89,-2.64,-5.75,
8.53,-2.48,-5.10,
9.09,-1.92,-4.37,
9.09,-1.63,-4.28,
9.23,-0.98,-3.97,
9.25,-0.92,-4.43,
10.01,-0.71,-4.15,
9.17,-1.73,-4.74,
9.21,-2.22,-4.74,
8.91,-2.21,-4.19,
9.01,-2.60,-4.23,
8.90,-2.82,-4.13,
8.67,-2.80,-4.33,
8.56,-3.20,-4.34,
8.49,-3.12,-3.82,
8.52,-3.50,-4.05,
8.40,-4.02,-4.32,
8.86,-4.00,-4.47,
9.58,-3.81,-4.13,
9.32,-4.22,-4.40,
9.02,-4.49,-4.31,
8.82,-4.91,-4.41,
9.55,-4.32,-4.14,
9.89,-3.35,-3.69,
9.86,-2.75,-3.31,
9.97,-2.67,-2.89,
12.07,-2.91,-1.22,
9.56,-0.95,-1.69,
10.63,-2.39,-3.06,
10.20,-0.72,-3.11,
11.66,-1.40,-3.29,
11.79,-1.08,-2.64,
11.30,0.10,-1.46,
10.06,-0.11,-2.59,
9.75,-1.17,-3.51,
9.38,-0.72,-2.65,
10.36,-2.44,-2.80,
9.33,-2.39,-1.99,
9.18,-2.57,-2.50,
10.20,-1.61,-1.84,
9.64,-1.58,-2.17,
9.88,-0.59,-1.43,
9.58,-0.10,-1.45,
10.38,0.14,-1.32,
10.37,0.43,-1.77,
10.41,0.29,-1.92,
10.06,0.35,-1.91,
9.95,-0.33,-2.48,
9.30,0.40,-2.54,
10.07,-0.33,-3.25,
10.23,-0.36,-3.24,
10.18,-1.94,-4.45,
9.68,-2.53,-3.08,
10.05,-2.89,-2.76,
11.09,-1.82,-1.55,
11.13,-0.28,-1.45,
10.85,0.39,-1.90,
10.64,0.38,-1.88,
10.05,0.56,-1.88,
9.66,-0.13,-2.20,
9.74,-0.09,-1.25,
10.15,-0.42,-1.89,
9.75,-1.80,-3.07,
9.23,-2.29,-3.25,
9.30,-2.61,-3.34,
10.25,-1.67,-3.59,
9.15,-2.47,-4.71,
8.99,-1.88,-4.26,
9.41,-2.03,-4.14,
11.31,-2.26,-3.06,
9.89,-0.80,-1.66,
10.86,-2.58,-2.55,
10.70,-0.57,-2.15,
11.75,-1.51,-4.01,
11.71,-0.55,-2.23,
11.57,-2.46,-3.52,
9.42,-3.10,-1.78,
8.98,-4.22,-1.92,
9.18,-3.43,-2.64,
9.37,-3.01,-3.74,
9.02,-3.81,-4.13,
8.59,-4.03,-3.49,
8.54,-3.65,-3.04,
8.49,-2.73,-2.10,
9.15,-2.24,-2.52,
9.07,-1.58,-2.02,
9.57,-1.12,-1.86,
9.87,-1.12,-2.23,
10.07,-0.74,-2.66,
10.30,-0.64,-2.40,
10.52,-2.05,-1.95,
10.52,-2.14,-1.40,
10.33,-2.27,-1.73,
10.16,-2.86,-2.82,
9.34,-3.63,-3.83,
9.26,-3.91,-3.21,
9.21,-3.58,-2.51,
9.43,-2.93,-2.59,
9.26,-1.47,-2.15,
9.76,-0.78,-2.16,
9.45,-0.95,-2.42,
9.37,-1.15,-2.25,
9.70,-1.75,-2.41,
9.58,-3.12,-3.48,
9.58,-3.36,-4.13,
8.85,-3.77,-4.40,
9.13,-3.85,-4.25,
8.83,-3.66,-4.00,
9.17,-4.24,-4.40,
8.89,-2.98,-3.62,
10.04,-2.86,-4.31,
9.65,-1.92,-2.86,
9.93,-1.98,-2.70,
11.70,-1.64,-2.11,
10.47,0.56,0.07,
12.00,-2.67,-3.31,
11.42,0.91,-1.40,
13.05,-1.08,-3.00,
11.19,-0.33,-0.64,
10.94,-2.81,-3.43,
9.18,-1.22,-3.00,
9.95,-1.73,-4.56,
9.55,-1.28,-4.01,
9.13,-2.39,-4.74,
8.34,-2.28,-3.45,
8.31,-2.52,-3.18,
8.35,-2.27,-3.21,
8.95,-2.29,-3.39,
9.17,-2.35,-4.08,
9.15,-1.88,-4.13,
9.37,-2.37,-4.14,
9.09,-2.13,-3.03,
9.64,-2.79,-3.53,
9.10,-2.19,-3.66,
9.12,-2.19,-4.44,
9.21,-2.07,-4.84,
8.87,-1.82,-4.93,
8.63,-1.70,-4.90,
8.61,-1.77,-4.47,
9.05,-2.23,-4.58,
8.62,-2.29,-4.09,
8.89,-3.14,-4.16,
9.29,-3.08,-3.88,
9.70,-3.01,-4.26,
9.18,-3.07,-4.65,
9.13,-2.21,-3.82,
9.27,-1.95,-4.23,
9.72,-2.15,-4.49,
9.17,-2.20,-4.73,
9.21,-1.72,-4.38,
9.71,-1.34,-4.49,
9.63,-0.58,-3.64,
8.96,-0.79,-4.05,
8.95,-0.89,-3.52,
9.46,-1.24,-3.46,
9.63,-1.34,-3.09,
9.81,-2.46,-4.05,
9.72,-2.53,-3.45,
10.05,-3.11,-3.58,
10.94,-2.38,-2.18,
11.21,-2.61,-2.64,
11.40,-2.24,-3.30,
11.31,-3.92,-3.26,
11.72,-3.10,-3.38,
11.91,-1.55,-2.37,
10.67,-0.47,-2.18,
11.05,-1.00,-3.09,
10.51,-0.82,-4.28,
9.28,-0.06,-4.70,
10.63,-1.35,-5.39,
8.28,-1.63,-4.01,
8.02,-2.45,-4.54,
8.40,-3.06,-4.24,
8.81,-3.22,-3.68,
8.76,-3.78,-3.53,
9.49,-3.77,-3.95,
9.75,-2.50,-3.83,
10.27,-1.51,-3.41,
10.23,-0.61,-3.33,
10.93,0.46,-2.52,
10.58,0.39,-2.50,
10.67,-0.85,-3.35,
10.40,-1.43,-3.12,
9.77,-1.74,-3.24,
9.19,-1.17,-3.36,
9.04,-0.71,-3.91,
9.80,-0.17,-3.64,
9.36,-0.45,-3.44,
9.46,-0.98,-3.24,
9.34,-0.84,-2.99,
9.27,-0.95,-2.77,
9.21,-0.58,-3.36,
9.63,-0.94,-3.53,
9.83,-1.35,-3.07,
8.76,-1.22,-3.03,
8.99,-1.95,-3.12,
9.14,-1.99,-2.49,
10.19,-1.71,-2.56,
11.55,-0.06,-1.61,
11.31,0.12,-1.80,
10.94,0.35,-1.73,
11.05,-0.45,-2.26,
9.39,-1.42,-2.28,
9.97,-1.18,-1.43,
9.15,-1.73,-1.24,
8.86,-2.37,-2.40,
8.87,-2.51,-3.07,
9.60,-2.38,-3.40,
12.66,-3.81,-3.03,
9.52,0.05,-1.45,
10.53,-2.89,-4.43,
9.92,-0.51,-2.51,
11.89,-0.84,-3.81,
11.33,0.27,-1.38,
11.60,-1.07,-2.26,
11.23,-0.58,-2.03,
10.95,-0.80,-3.64,
9.95,-2.17,-4.58,
9.06,-2.35,-3.91,
9.19,-2.17,-4.03,
9.17,-1.30,-3.49,
9.27,0.11,-2.80,
9.29,0.58,-3.39,
10.43,1.73,-2.37,
9.98,1.28,-2.62,
10.42,0.77,-2.10,
10.08,-0.42,-2.23,
10.44,-1.61,-2.43,
9.59,-2.56,-3.44,
9.52,-2.66,-3.51,
9.52,-2.56,-3.38,
9.49,-2.08,-3.67,
9.29,-1.37,-4.27,
9.14,-1.06,-5.04,
8.88,-0.97,-4.88,
9.11,-1.51,-4.58,
8.59,-1.75,-3.87,
8.38,-2.13,-3.97,
8.35,-2.18,-3.94,
8.65,-1.80,-4.35,
8.52,-1.78,-4.56,
8.99,-2.17,-4.53,
9.15,-2.38,-4.15,
8.84,-2.62,-4.22,
8.26,-2.68,-4.79,
9.05,-3.15,-5.21,
9.67,-2.14,-5.37,
10.23,-1.55,-5.53,
10.68,-1.42,-5.20,
12.88,-3.08,-4.57,
11.58,-1.18,-1.45,
11.41,-3.32,-3.19,
10.10,-1.79,-3.61,
10.40,-0.63,-4.54,
10.42,0.61,-3.18,
10.11,0.12,-2.78,
9.71,-0.51,-2.01,
8.77,-2.03,-2.61,
8.59,-2.99,-3.34,
9.39,-2.90,-3.48,
10.28,-2.96,-3.27,
11.01,-3.31,-3.23,
11.22,-3.11,-1.99,
10.74,-2.02,-1.70,
10.35,-2.07,-2.95,
10.05,-1.11,-3.38,
10.49,-0.83,-3.28,
10.70,-0.25,-2.24,
9.78,-1.03,-2.81,
9.95,-1.51,-3.10,
10.65,-1.82,-2.85,
9.99,-2.20,-2.96,
9.69,-2.83,-3.05,
9.52,-2.28,-2.78,
10.15,-0.96,-2.04,
9.15,-0.89,-2.88,
9.13,-0.53,-2.84,
9.19,-0.97,-3.35,
9.41,-1.25,-3.97,
9.25,-2.32,-4.20,
9.54,-2.83,-4.46,
9.84,-3.33,-4.50,
9.94,-3.72,-3.41,
9.10,-3.36,-3.33,
10.36,-3.39,-3.29,
10.48,-1.15,-1.84,
10.42,-0.29,-2.86,
10.05,0.04,-3.41,
10.85,1.12,-3.64,
11.50,1.07,-2.53,
10.35,0.71,-2.49,
10.82,0.44,-2.29,
10.07,1.21,-1.78,
10.21,1.06,-3.27,
10.29,1.21,-3.51,
10.98,0.15,-4.28,
10.93,0.01,-4.08,
11.30,-0.80,-4.87,
10.32,-1.45,-6.00,
9.71,-2.23,-6.54,
9.35,-1.67,-5.02,
9.37,-1.41,-4.27,
9.49,-0.34,-2.89,
9.55,0.68,-2.60,
9.32,1.15,-1.97,
9.81,1.56,-2.73,
9.81,2.28,-2.15,
10.17,1.73,-2.89,
10.92,1.65,-2.74,
11.08,1.18,-3.06,
10.84,1.35,-2.80,
10.89,0.36,-3.16,
11.23,-0.46,-3.02,
10.91,-0.98,-3.62,
9.73,-2.21,-4.68,
10.17,-1.47,-4.01,
9.17,-2.10,-5.37,
9.11,-1.28,-5.62,
9.62,-1.15,-5.75,
10.37,-0.76,-4.56,
9.71,-0.36,-3.32,
11.31,-2.49,-4.12,
10.86,-0.40,-1.12,
11.90,-1.09,-4.07,
11.62,0.68,-4.25,
11.30,0.73,-4.82,
10.43,-0.72,-3.93,
8.58,-1.42,-3.05,
8.68,-1.71,-2.25,
8.45,-2.27,-2.81,
8.97,-2.62,-3.49,
9.87,-2.92,-4.01,
10.09,-1.95,-3.49,
9.96,-2.26,-3.97,
9.92,-1.41,-2.98,
9.83,-1.06,-2.95,
10.29,-0.35,-1.32,
9.26,-1.22,-2.86,
9.84,-1.90,-4.27,
10.09,-1.49,-3.64,
12.21,-1.02,-3.43,
11.60,-0.04,-1.85,
10.51,-0.38,-3.04,
8.81,-1.88,-3.53,
8.83,-2.13,-3.42,
9.07,-1.13,-2.73,
9.08,-1.70,-3.66,
8.70,-0.94,-3.47,
9.06,-1.37,-4.23,
8.93,-1.31,-3.30,
9.05,-2.06,-3.71,
9.21,-2.02,-4.07,
9.15,-1.56,-3.81,
8.45,-1.18,-3.78,
8.71,-1.15,-3.90,
8.99,-1.57,-3.68,
9.08,-2.15,-3.72,
8.68,-2.20,-4.25,
9.00,-1.87,-4.62,
9.62,-2.06,-4.04,
10.05,-1.35,-3.24,
10.73,-1.30,-3.36,
11.76,0.58,-2.26,
13.00,-0.11,-1.73,
10.75,1.16,-0.29,
12.64,-2.10,-4.11,
10.50,1.35,-0.86,
11.56,-0.95,-4.40,
10.33,-0.36,-4.10,
10.26,-0.01,-4.39,
10.21,-0.35,-5.38,
10.16,0.00,-4.74,
9.90,0.21,-4.47,
9.75,0.61,-2.95,
9.72,-0.41,-2.38,
9.19,-0.22,-1.59,
9.75,0.22,-1.37,
10.25,0.17,-1.74,
10.75,-0.20,-1.88,
12.01,0.42,-0.95,
11.94,0.28,-1.16,
11.36,0.35,-2.29,
11.95,0.53,-2.67,
11.41,0.61,-3.44,
10.70,0.25,-4.22,
10.24,-0.05,-4.56,
9.54,-0.61,-4.60,
9.16,-1.51,-4.86,
8.55,-1.79,-4.88,
8.52,-2.08,-4.75,
8.97,-1.32,-3.82,
8.96,-1.07,-4.00,
8.60,-0.77,-4.26,
8.80,-1.02,-4.46,
8.70,-0.93,-4.20,
9.11,-1.33,-4.46,
9.24,-1.32,-4.41,
9.31,-1.49,-4.87,
9.69,-1.60,-5.07,
9.06,-1.72,-6.01,
9.41,-2.49,-5.82,
9.40,-2.54,-4.40,
9.74,-2.78,-3.68,
8.82,-2.72,-3.90,
9.09,-2.30,-3.72,
9.71,-1.91,-3.64,
10.32,-1.73,-3.32,
11.14,-2.07,-3.08,
13.01,-2.00,-1.78,
10.75,-0.04,-1.77,
9.97,-2.22,-4.03,
10.14,-0.85,-2.59,
10.09,-2.81,-4.16,
10.71,-2.96,-3.52,
11.74,-1.31,-0.84,
11.88,-0.81,-1.40,
11.09,-0.05,-1.62,
9.70,-0.72,-3.58,
9.14,-0.96,-3.20,
8.77,-1.99,-3.32,
9.28,-1.69,-2.42,
8.74,-2.03,-2.19,
8.56,-2.12,-2.27,
8.49,-1.88,-2.14,
9.40,-1.15,-2.26,
9.35,-1.20,-2.96,
9.15,-1.14,-3.23,
9.09,-1.37,-3.52,
9.26,-1.03,-3.09,
9.09,-1.36,-3.08,
9.11,-1.33,-3.22,
9.30,-1.30,-3.53,
9.27,-1.25,-3.60,
9.37,-1.28,-3.93,
9.84,-1.33,-4.26,
9.99,-0.99,-4.19,
9.25,-1.09,-4.37,
9.41,-1.24,-4.08,
9.44,-1.02,-3.20,
9.76,-1.04,-2.51,
9.13,-1.27,-3.46,
9.56,-1.08,-3.36,
9.89,-0.44,-3.04,
10.50,0.13,-2.44,
9.76,-0.33,-3.45,
10.24,0.09,-2.91,
10.69,0.34,-2.57,
11.08,0.65,-2.01,
10.01,-0.07,-2.91,
11.25,0.37,-1.92,
11.09,0.32,-0.89,
11.18,-0.12,-1.23,
10.26,-0.62,-2.45,
9.57,-0.53,-2.64,
9.41,-1.12,-3.23,
9.06,-1.17,-3.41,
9.47,-1.53,-3.80,
11.73,-2.13,-2.40,
9.51,0.65,-1.26,
12.53,-4.33,-4.14,
10.91,-0.82,-0.23,
12.41,-3.05,-3.62,
10.90,-1.06,-2.48,
10.39,-0.90,-3.71,
9.27,-0.85,-4.44,
8.33,-1.36,-4.74,
8.49,-1.19,-3.61,
8.06,-1.58,-2.56,
8.45,-1.84,-2.19,
8.94,-1.39,-1.92,
9.63,-0.53,-1.99,
9.64,-0.60,-3.34,
10.43,-0.53,-3.67,
10.66,-0.08,-3.64,
10.45,-0.21,-3.57,
11.12,0.43,-2.44,
11.10,0.79,-2.24,
10.90,0.93,-2.58,
11.10,0.53,-2.29,
11.06,0.47,-2.36,
10.85,0.18,-2.19,
10.65,-0.30,-2.53,
10.38,-0.70,-2.62,
8.57,-1.83,-3.38,
8.40,-1.95,-3.77,
8.54,-1.77,-3.96,
8.57,-1.34,-3.83,
8.53,-1.17,-4.13,
8.59,-1.80,-4.08,
8.89,-2.12,-3.86,
9.35,-2.20,-3.83,
8.97,-2.05,-4.35,
9.34,-2.10,-4.56,
10.50,-2.40,-4.01,
11.91,-1.16,-1.83,
10.98,-0.91,-1.86,
10.44,-1.95,-3.00,
11.65,-2.63,-5.42,
10.84,-2.12,-0.49,
10.93,-4.91,-3.81,
9.86,-2.69,-2.43,
9.90,-1.48,-2.34,
10.10,-0.69,-2.72,
10.08,0.37,-2.18,
10.12,-0.20,-2.09,
9.79,-0.34,-1.12,
10.31,-1.54,-0.47,
9.68,-1.95,-1.52,
10.64,-1.27,-1.91,
9.16,-1.67,-3.60,
9.35,-1.63,-4.21,
9.56,-1.33,-3.46,
10.35,-0.64,-2.03,
9.73,-1.10,-2.57,
10.08,-1.09,-2.46,
11.27,-0.02,-1.62,
11.32,0.73,-1.14,
11.61,-0.05,-1.45,
11.28,-0.29,-1.67,
10.01,-1.18,-2.65,
9.17,-2.33,-4.35,
9.04,-2.34,-3.99,
8.76,-2.57,-4.59,
8.80,-2.14,-4.59,
8.64,-1.43,-4.28,
8.32,-0.81,-4.73,
8.27,-0.66,-5.28,
8.86,-0.25,-4.79,
10.21,-0.51,-4.18,
11.25,0.53,-1.50,
11.93,0.06,-1.56,
12.95,0.67,-0.49,
10.82,3.64,-0.58,
11.34,-0.73,-3.24,
10.63,2.25,-2.59,
9.99,3.71,-2.15,
10.30,1.27,-2.65,
9.32,1.10,-1.70,
10.46,-1.00,-1.77,
10.72,-0.76,-0.18,
9.22,-1.82,-2.10,
9.05,-1.63,-3.24,
9.80,0.11,-3.04,
10.95,1.28,-2.60,
10.52,1.26,-2.27,
9.76,0.98,-2.31,
11.07,1.80,-0.92,
10.66,1.80,-1.46,
10.38,1.41,-2.19,
9.68,0.91,-2.89,
11.39,1.92,-0.97,
11.28,1.63,-1.59,
10.90,0.91,-2.02,
10.85,0.90,-1.76,
10.86,1.06,-2.34,
10.49,0.54,-2.02,
10.00,-0.47,-2.67,
9.06,-1.34,-3.65,
9.33,-1.12,-3.63,
8.95,-1.03,-3.80,
9.02,-0.69,-4.20,
9.04,-0.55,-4.11,
8.93,-0.62,-4.42,
8.87,-0.50,-4.27,
9.13,-0.82,-4.11,
9.55,-1.07,-3.44,
8.80,-1.27,-3.68,
9.05,-1.24,-3.62,
9.50,-1.11,-3.48,
10.22,-0.67,-3.22,
10.60,-0.29,-2.98,
11.15,0.56,-3.63,
11.56,1.18,-4.11,
12.39,1.22,-4.37,
10.20,2.95,-2.97,
12.68,0.11,-4.61,
11.08,2.22,-1.93,
11.06,0.38,-4.58,
11.07,1.05,-3.26,
10.73,0.67,-3.92,
10.59,0.21,-4.12,
10.27,-0.50,-3.35,
9.48,-0.77,-2.51,
8.79,-1.31,-2.94,
8.43,-1.29,-3.18,
8.52,-0.78,-2.99,
8.95,-0.44,-2.72,
9.05,-0.57,-2.74,
9.59,-0.78,-2.66,
9.70,-0.80,-1.96,
10.15,-0.67,-1.37,
9.82,-1.11,-1.43,
10.14,-1.16,-1.53,
11.34,-1.15,-1.09,
11.69,-0.91,-0.99,
11.54,-1.17,-1.50,
10.33,-1.72,-2.33,
9.48,-3.09,-3.16,
9.51,-3.82,-3.35,
9.36,-3.79,-3.86,
9.33,-3.85,-3.71,
9.53,-4.13,-3.74,
9.64,-3.90,-3.46,
9.53,-3.57,-3.25,
9.36,-3.30,-2.90,
9.34,-2.91,-3.21,
9.50,-2.62,-2.85,
9.23,-2.50,-2.96,
9.11,-3.01,-2.91,
9.04,-3.12,-2.86,
9.29,-3.00,-3.37,
8.92,-2.64,-3.56,
8.97,-2.62,-3.57,
9.13,-2.62,-3.54,
9.28,-2.68,-3.61,
8.95,-2.89,-3.67,
8.91,-2.77,-4.03,
8.82,-2.74,-4.18,
8.95,-2.63,-4.37,
8.69,-2.48,-4.39,
9.00,-2.55,-4.73,
9.71,-2.62,-4.39,
10.55,-2.64,-3.80,
9.91,-1.97,-3.14,
9.35,-1.56,-4.18,
10.38,-1.17,-4.05,
11.18,-0.16,-3.17,
10.49,-0.78,-3.22,
10.13,-0.41,-2.64,
8.51,-1.03,-3.67,
8.40,-1.32,-4.30,
8.57,-1.14,-4.89,
9.11,-0.85,-4.84,
9.01,-1.11,-5.18,
8.73,-1.01,-5.54,
8.86,-0.78,-5.94,
9.20,-0.46,-5.56,
9.72,-0.84,-5.56,
9.79,-0.55,-5.05,
9.73,-0.60,-4.80,
9.32,-0.26,-4.21,
9.14,-0.16,-4.34,
9.28,0.49,-4.13,
9.06,0.73,-3.68,
10.14,1.22,-2.86,
10.00,1.01,-2.82,
9.55,0.45,-2.78,
10.13,0.12,-2.93,
10.82,0.45,-2.78,
10.79,0.23,-3.50,
10.48,-0.39,-3.42,
9.19,-1.83,-4.22,
9.78,-1.61,-3.57,
9.47,-1.49,-3.52,
9.38,-1.05,-3.61,
9.30,-0.83,-3.67,
9.33,-0.01,-2.93,
8.95,-0.11,-3.48,
8.66,-0.45,-3.72,
8.98,-0.85,-4.11,
8.97,-0.67,-4.04,
8.97,-0.97,-4.24,
9.10,-1.27,-4.67,
9.17,-1.09,-4.24,
8.87,-1.05,-4.31,
9.04,-1.06,-4.34,
9.20,-0.67,-4.11,
9.53,-0.74,-4.01,
9.08,-1.11,-4.65,
10.26,-1.42,-4.19,
12.06,-1.16,-3.07,
11.55,0.29,-2.02,
12.26,-0.41,-2.52,
12.08,0.13,-3.15,
11.95,-0.05,-3.72,
10.12,-1.11,-5.10,
9.10,-1.21,-4.37,
8.79,-1.72,-4.46,
8.14,-1.87,-4.06,
8.09,-2.62,-3.95,
8.29,-2.91,-3.92,
7.83,-2.82,-3.32,
8.18,-3.62,-3.42,
8.93,-3.37,-2.67,
9.44,-3.50,-2.37,
8.90,-2.68,-1.61,
9.66,-2.64,-2.53,
10.10,-2.04,-2.61,
11.08,-1.10,-2.52,
11.55,-1.00,-2.19,
11.38,-0.28,-1.74,
10.11,-1.34,-3.71,
9.29,-1.86,-3.91,
9.22,-2.77,-3.74,
9.76,-2.35,-3.24,
9.29,-2.76,-3.24,
8.45,-3.04,-3.27,
8.25,-3.41,-3.47,
8.53,-3.31,-3.56,
8.84,-2.79,-4.12,
9.37,-2.52,-4.77,
9.55,-2.39,-5.25,
9.29,-2.80,-5.36,
8.99,-3.57,-5.08,
8.90,-3.64,-4.93,
9.25,-3.43,-5.66,
8.59,-2.86,-6.00,
8.89,-2.75,-6.33,
10.70,-3.13,-5.72,
10.83,-2.16,-3.21,
10.82,-3.19,-4.26,
10.38,-0.49,-3.82,
10.18,-0.47,-5.36,
9.42,-1.04,-5.25,
9.42,-2.07,-4.43,
9.62,-1.92,-3.40,
8.97,-1.69,-3.04,
8.88,-1.11,-4.00,
