x,y,z,
2.34,-1.29,-10.99,
1.25,-0.88,-9.33,
1.00,-1.96,-11.64,
1.56,-1.71,-11.01,
3.47,-1.40,-11.68,
4.17,-1.20,-10.89,
3.56,-0.94,-10.68,
3.09,-1.05,-9.75,
3.95,-2.03,-12.80,
2.42,-0.82,-10.39,
1.63,-1.63,-10.06,
2.24,-1.28,-11.05,
1.15,-1.59,-10.10,
1.40,-1.24,-9.19,
3.47,-0.78,-10.64,
2.89,-1.66,-10.81,
1.50,-1.27,-10.56,
1.57,-1.83,-10.89,
2.50,-1.96,-11.76,
2.60,-1.29,-10.70,
2.98,-1.54,-10.96,
3.76,-1.24,-11.06,
3.80,-1.16,-11.21,
3.23,-1.50,-10.84,
3.73,-0.85,-11.05,
3.49,-2.07,-10.69,
0.66,-1.21,-9.22,
0.36,-1.91,-9.93,
0.27,-2.10,-10.32,
1.74,-1.70,-10.79,
3.32,-2.45,-11.67,
3.54,-1.64,-11.54,
3.07,-2.20,-8.75,
6.11,-0.35,-11.56,
6.05,-0.53,-10.68,
3.83,-0.34,-9.47,
3.48,-1.38,-10.15,
2.84,-1.92,-10.36,
2.11,-1.69,-9.92,
2.30,-1.22,-10.46,
1.25,-1.03,-10.48,
1.27,-2.49,-11.48,
2.36,-2.59,-11.88,
2.57,-1.73,-11.59,
2.08,-1.56,-10.31,
2.86,-1.15,-10.38,
3.49,-1.56,-10.88,
3.43,-1.78,-10.45,
3.98,-1.28,-10.19,
4.80,-1.19,-10.79,
4.15,-1.52,-10.72,
2.50,-1.44,-9.81,
2.34,-1.87,-10.19,
2.81,-1.42,-9.94,
3.77,-1.94,-10.79,
3.84,-2.06,-10.27,
4.62,-1.46,-10.42,
5.14,-1.07,-11.11,
3.25,-0.89,-9.75,
3.65,-2.09,-10.60,
3.55,-1.73,-10.63,
2.78,-2.11,-9.97,
2.84,-0.99,-9.52,
3.50,-0.87,-10.06,
3.72,-2.25,-11.02,
3.30,-1.81,-10.91,
3.32,-2.46,-10.88,
3.49,-2.02,-11.00,
4.22,-1.74,-9.89,
6.46,-1.91,-11.66,
4.65,-1.01,-9.40,
3.25,-0.77,-8.44,
3.94,-2.14,-9.81,
4.11,-1.76,-10.45,
3.41,-2.06,-9.95,
3.97,-2.67,-10.74,
4.18,-1.85,-10.52,
3.99,-1.94,-10.24,
3.55,-2.07,-10.02,
2.74,-1.73,-9.27,
3.15,-3.21,-9.62,
5.48,-1.15,-9.71,
7.30,-2.82,-12.26,
5.43,-1.27,-10.98,
2.44,-2.21,-9.17,
1.81,-2.42,-8.87,
3.51,-2.51,-9.53,
4.74,-1.59,-9.84,
4.73,-1.34,-10.25,
3.62,-2.02,-8.55,
4.65,-2.47,-11.73,
3.85,-2.92,-10.05,
3.54,-2.47,-10.03,
3.89,-1.88,-9.72,
4.46,-1.93,-10.29,
3.77,-1.98,-10.30,
3.32,-2.67,-10.36,
3.72,-2.76,-10.37,
4.05,-2.50,-9.87,
4.32,-2.16,-9.38,
4.86,-1.56,-9.67,
4.24,-1.91,-9.53,
3.12,-1.99,-9.24,
3.57,-2.24,-10.04,
3.66,-2.57,-10.52,
4.03,-2.51,-10.49,
4.91,-1.68,-11.01,
4.63,-1.91,-10.23,
5.02,-2.33,-10.53,
4.88,-1.52,-9.79,
5.68,-1.93,-10.39,
5.07,-1.50,-10.24,
4.08,-1.87,-10.06,
2.88,-1.94,-9.28,
3.08,-1.84,-9.58,
3.60,-2.52,-10.41,
3.35,-1.83,-9.66,
4.03,-2.62,-10.30,
4.61,-1.74,-10.88,
4.90,-2.41,-11.12,
4.72,-2.82,-12.38,
2.50,-2.20,-9.02,
2.70,-1.60,-8.86,
3.26,-2.19,-9.94,
2.74,-2.30,-9.59,
3.25,-2.81,-11.06,
3.21,-2.22,-10.69,
4.63,-2.34,-10.97,
5.73,-2.35,-11.66,
4.68,-2.26,-9.90,
4.43,-1.73,-8.90,
4.80,-2.18,-9.68,
3.05,-1.77,-9.04,
1.56,-2.61,-8.99,
2.10,-2.13,-9.36,
3.35,-2.44,-10.33,
3.32,-2.38,-12.67,
2.60,-4.35,-10.46,
4.78,-1.15,-11.43,
4.37,-2.48,-10.63,
3.08,-2.26,-10.60,
3.10,-1.99,-9.57,
4.04,-3.11,-10.50,
5.37,-6.64,-11.86,
2.27,0.55,-7.81,
1.37,-1.78,-7.33,
2.61,-2.51,-9.50,
3.57,-1.53,-10.92,
3.91,-3.51,-11.20,
3.90,-2.32,-10.66,
3.31,-2.26,-9.74,
3.65,-1.62,-9.34,
4.18,-1.55,-10.44,
4.50,-2.59,-10.70,
3.82,-2.46,-10.49,
3.08,-1.76,-10.35,
2.77,-2.23,-11.09,
2.98,-2.65,-11.90,
2.63,-2.67,-11.10,
2.80,-1.95,-10.99,
2.89,-2.05,-9.79,
3.81,-1.70,-10.85,
4.00,-1.16,-9.77,
4.50,-1.59,-10.49,
4.93,-0.86,-10.76,
4.20,-1.85,-9.98,
4.09,-3.07,-9.88,
4.60,-1.59,-10.71,
2.58,-1.26,-10.17,
2.89,-0.90,-9.08,
5.32,-2.07,-11.88,
5.64,-0.79,-10.25,
5.42,-0.88,-10.25,
4.39,-0.61,-7.82,
5.01,-0.88,-9.54,
4.44,-2.11,-10.99,
2.25,-1.97,-10.27,
3.14,-2.51,-11.10,
4.06,-2.42,-11.93,
2.89,-2.57,-10.02,
2.77,-1.30,-9.11,
4.23,-1.95,-9.51,
4.98,-1.28,-10.25,
4.62,-1.60,-9.38,
4.50,-2.05,-10.30,
4.54,-2.47,-10.08,
4.64,-0.96,-9.66,
4.32,-1.82,-9.86,
4.59,-2.11,-10.13,
4.78,-1.12,-9.72,
4.86,-1.67,-9.71,
4.89,-2.02,-10.57,
3.56,-2.23,-9.67,
3.10,-1.72,-9.44,
3.91,-1.08,-9.65,
5.24,-1.04,-10.68,
5.63,-1.68,-11.12,
4.98,-1.44,-10.56,
3.82,-1.68,-10.10,
3.23,-2.15,-10.55,
2.62,-1.09,-9.70,
3.72,-1.67,-10.70,
4.55,-1.52,-10.87,
4.40,-0.80,-9.98,
4.19,-1.73,-10.42,
4.13,-1.14,-9.99,
4.14,-1.17,-10.22,
4.17,-1.03,-10.44,
4.24,-1.37,-10.39,
4.17,-1.48,-10.34,
4.20,-0.91,-9.97,
4.89,-0.69,-10.49,
4.59,-1.04,-10.27,
4.40,-0.77,-10.53,
4.50,-1.22,-10.28,
4.59,-0.59,-10.21,
4.29,-1.10,-10.51,
4.00,-1.43,-10.56,
3.63,-1.17,-10.36,
3.80,-0.97,-10.46,
4.07,-1.37,-10.66,
4.12,-1.69,-10.89,
3.58,-0.90,-10.08,
3.88,-1.23,-9.82,
4.31,-0.83,-10.32,
4.21,-1.77,-10.40,
3.50,-1.49,-10.34,
3.07,-1.24,-10.01,
3.61,-1.36,-10.22,
4.47,-0.74,-10.28,
4.50,-1.16,-10.42,
3.74,-1.51,-10.58,
3.17,-1.21,-10.39,
3.68,-1.12,-10.60,
4.15,-1.37,-10.76,
3.98,-0.73,-9.87,
3.85,-0.82,-10.40,
3.82,-1.74,-11.19,
3.11,-1.40,-10.44,
3.18,-1.16,-9.94,
3.79,-1.02,-10.16,
4.25,-0.97,-10.42,
4.49,-1.53,-11.16,
3.33,-1.40,-10.05,
2.77,-1.42,-9.56,
3.31,-1.34,-10.16,
3.85,-1.22,-10.47,
4.02,-1.09,-10.66,
4.15,-0.95,-10.74,
4.13,-1.47,-10.89,
3.45,-1.30,-10.31,
2.91,-1.40,-9.74,
3.17,-1.23,-10.38,
3.37,-1.40,-10.73,
4.08,-1.22,-10.92,
4.18,-0.90,-10.20,
4.00,-1.08,-10.05,
3.66,-1.24,-10.15,
3.42,-1.48,-10.63,
3.68,-1.44,-10.49,
3.63,-0.95,-9.78,
3.98,-1.06,-10.36,
3.97,-1.24,-10.80,
3.68,-1.18,-10.54,
3.81,-1.00,-10.41,
3.50,-0.97,-9.99,
3.55,-1.10,-10.41,
3.48,-1.30,-10.61,
3.61,-0.91,-10.54,
3.67,-1.20,-10.56,
3.81,-1.39,-10.80,
3.35,-0.97,-10.00,
3.52,-1.14,-10.38,
3.56,-1.45,-10.45,
3.67,-1.20,-10.71,
3.61,-1.21,-10.59,
3.76,-0.88,-10.47,
3.86,-1.14,-10.43,
3.70,-1.09,-10.34,
3.71,-0.86,-10.16,
3.69,-1.15,-10.22,
3.62,-1.30,-10.35,
3.35,-1.04,-10.25,
3.54,-1.27,-10.51,
3.83,-1.21,-10.65,
3.85,-0.91,-10.49,
3.93,-1.15,-10.61,
3.54,-1.00,-10.40,
3.67,-1.00,-10.59,
3.70,-1.27,-10.53,
3.42,-1.08,-10.16,
3.37,-1.13,-10.33,
3.78,-1.41,-10.73,
3.73,-1.04,-10.27,
3.67,-0.89,-10.26,
3.77,-1.17,-10.48,
3.47,-0.98,-10.42,
3.73,-1.06,-10.70,
3.66,-1.19,-10.59,
3.42,-1.08,-10.35,
3.63,-1.23,-10.61,
3.52,-1.12,-10.41,
3.71,-0.70,-10.21,
3.95,-1.18,-10.65,
3.53,-1.12,-10.20,
3.63,-1.01,-10.28,
3.52,-1.04,-10.21,
3.57,-1.00,-10.67,
3.65,-1.28,-10.58,
3.58,-0.96,-10.74,
3.68,-1.09,-10.38,
3.86,-1.08,-10.78,
3.68,-1.02,-10.37,
3.40,-1.09,-10.37,
3.39,-1.08,-10.45,
3.56,-1.10,-10.43,
3.76,-1.19,-10.54,
3.52,-1.03,-10.32,
3.52,-1.06,-10.33,
3.89,-0.86,-10.67,
3.77,-1.36,-10.51,
3.34,-0.85,-10.40,
3.43,-1.16,-10.49,
3.71,-1.14,-10.62,
3.66,-0.96,-10.41,
3.62,-1.00,-10.34,
3.45,-1.21,-10.35,
3.57,-0.80,-10.16,
3.83,-1.44,-10.81,
3.40,-1.04,-10.50,
3.36,-0.82,-9.96,
3.93,-1.13,-10.63,
3.73,-1.03,-10.48,
3.70,-0.81,-10.47,
3.73,-1.09,-10.72,
3.54,-1.10,-10.77,
3.44,-1.47,-10.41,
3.33,-0.97,-10.03,
3.71,-0.92,-10.10,
4.28,-0.75,-10.51,
3.97,-1.05,-10.56,
3.48,-1.00,-10.53,
3.48,-1.26,-10.55,
3.41,-0.89,-10.48,
3.83,-1.08,-10.50,
3.95,-0.87,-10.45,
3.68,-0.94,-10.38,
3.54,-0.94,-10.33,
3.58,-1.08,-10.39,
3.72,-0.87,-10.36,
3.67,-1.00,-10.40,
3.79,-1.19,-10.48,
3.53,-0.96,-10.24,
3.65,-1.05,-10.40,
3.67,-1.23,-10.74,
3.71,-1.18,-10.42,
3.56,-1.30,-10.50,
3.95,-0.05,-9.75,
3.94,-1.12,-10.26,
3.87,-1.21,-10.85,
3.48,-1.07,-10.36,
3.37,-1.28,-10.55,
3.46,-1.07,-10.44,
3.83,-1.12,-10.35,
4.07,-0.96,-10.59,
3.72,-1.10,-10.43,
3.48,-1.24,-10.63,
3.27,-1.22,-10.52,
3.48,-1.22,-10.34,
3.69,-1.02,-10.21,
4.10,-1.03,-10.39,
3.92,-1.14,-10.49,
3.68,-1.15,-10.32,
3.49,-1.35,-10.33,
3.50,-1.10,-10.35,
3.74,-1.12,-10.48,
3.98,-1.04,-10.50,
3.93,-0.88,-10.42,
3.83,-1.21,-10.64,
3.59,-1.29,-10.77,
3.35,-1.05,-10.24,
3.69,-1.09,-10.17,
4.06,-1.07,-10.44,
3.80,-0.96,-10.06,
3.84,-1.15,-10.45,
3.61,-1.32,-10.36,
3.61,-1.12,-10.30,
3.70,-1.34,-10.35,
3.68,-0.93,-10.18,
3.63,-1.12,-10.28,
4.01,-1.07,-10.47,
4.06,-0.94,-10.63,
3.72,-1.20,-10.45,
3.45,-1.22,-10.38,
3.57,-1.01,-10.23,
3.98,-0.99,-10.49,
3.91,-1.06,-10.31,
3.77,-1.03,-10.46,
3.52,-1.11,-10.48,
3.50,-1.03,-10.26,
3.99,-1.05,-10.63,
3.99,-1.13,-10.59,
3.65,-1.09,-10.54,
3.72,-1.27,-10.52,
3.71,-1.03,-10.18,
3.62,-0.90,-10.21,
3.70,-1.27,-10.49,
3.96,-0.95,-10.46,
3.74,-1.06,-10.09,
3.66,-1.07,-10.31,
3.71,-0.90,-10.45,
4.02,-1.01,-10.57,
4.12,-0.91,-10.41,
3.99,-0.97,-10.59,
3.73,-1.13,-10.55,
3.54,-0.90,-10.21,
3.55,-1.12,-10.07,
4.08,-1.05,-10.47,
4.10,-0.67,-10.39,
3.93,-0.96,-10.46,
3.64,-0.95,-10.31,
3.97,-0.99,-10.67,
3.85,-1.27,-10.44,
3.65,-1.08,-10.40,
3.64,-1.28,-10.33,
3.96,-0.81,-10.15,
4.24,-1.02,-10.18,
4.23,-0.80,-10.17,
4.08,-0.64,-10.24,
3.82,-1.14,-10.16,
3.78,-1.08,-10.60,
3.97,-1.12,-10.45,
4.06,-0.87,-10.24,
4.31,-0.82,-10.51,
4.08,-1.23,-10.57,
4.02,-1.02,-10.52,
3.98,-0.98,-10.14,
4.22,-1.06,-10.27,
4.10,-1.19,-10.25,
3.91,-0.89,-9.97,
3.98,-1.23,-10.43,
3.79,-1.35,-10.40,
3.73,-0.97,-10.14,
4.35,-0.94,-10.23,
4.44,-1.02,-10.52,
4.14,-1.22,-10.48,
3.57,-1.14,-10.39,
3.72,-1.28,-10.26,
4.19,-1.04,-10.20,
4.21,-1.16,-10.33,
4.10,-1.05,-10.29,
3.89,-1.06,-10.04,
3.87,-1.14,-10.24,
3.89,-1.19,-10.23,
4.22,-1.12,-10.29,
4.24,-1.09,-10.26,
4.10,-1.11,-10.23,
3.91,-0.96,-10.06,
4.01,-1.05,-10.22,
4.16,-1.23,-10.57,
3.94,-1.26,-10.45,
3.74,-1.02,-10.32,
3.90,-0.95,-10.27,
4.23,-1.19,-10.38,
4.22,-0.77,-10.36,
3.89,-1.07,-10.36,
3.93,-1.28,-10.57,
3.56,-1.18,-10.11,
3.84,-1.00,-10.44,
3.85,-1.31,-10.53,
3.70,-0.92,-10.37,
3.90,-1.14,-10.43,
3.95,-1.07,-10.33,
3.69,-1.12,-10.33,
3.61,-1.22,-10.50,
3.57,-1.39,-10.33,
3.82,-0.86,-10.25,
3.95,-1.12,-10.21,
3.91,-1.03,-10.59,
3.69,-1.06,-10.46,
3.78,-1.09,-10.41,
3.85,-1.02,-10.37,
3.78,-1.09,-10.49,
3.73,-0.94,-10.49,
3.89,-0.93,-10.48,
3.69,-1.24,-10.44,
3.62,-0.85,-10.19,
3.60,-1.07,-10.23,
3.85,-0.79,-10.43,
3.71,-1.42,-10.61,
3.33,-1.07,-10.35,
3.48,-1.04,-10.32,
3.67,-1.02,-10.46,
3.89,-1.23,-10.64,
3.85,-0.79,-10.44,
3.77,-0.95,-10.24,
3.80,-0.94,-10.67,
3.55,-1.08,-10.41,
3.43,-1.16,-10.58,
3.49,-1.09,-10.42,
3.57,-1.05,-10.16,
3.79,-0.95,-10.23,
3.91,-0.95,-10.56,
3.58,-1.02,-10.34,
3.45,-1.03,-10.41,
3.53,-1.06,-10.29,
3.90,-0.96,-10.45,
4.02,-0.88,-10.59,
3.57,-1.02,-10.33,
3.40,-1.13,-10.56,
3.39,-1.10,-10.41,
3.70,-1.00,-10.44,
3.95,-0.76,-10.39,
3.96,-0.87,-10.45,
3.83,-1.14,-10.83,
3.36,-0.84,-10.31,
3.48,-1.18,-10.60,
3.84,-1.06,-10.58,
3.77,-0.68,-9.99,
4.02,-1.00,-10.32,
3.96,-0.80,-10.26,
4.23,-0.89,-10.29,
4.24,-0.54,-10.50,
3.79,-1.45,-10.10,
4.69,-0.87,-11.08,
3.22,-0.65,-9.75,
3.12,-1.09,-10.27,
3.14,-1.37,-10.70,
3.20,-1.21,-10.55,
3.90,-0.89,-10.56,
4.14,-0.99,-10.40,
4.16,-0.79,-10.30,
3.69,-0.84,-10.14,
3.73,-1.12,-10.21,
3.59,-0.69,-10.22,
3.90,-1.18,-10.54,
4.27,-0.93,-10.71,
4.02,-0.87,-10.16,
3.95,-0.90,-10.29,
3.88,-0.97,-10.40,
3.68,-0.87,-10.32,
3.51,-0.99,-10.29,
3.70,-0.87,-10.43,
3.86,-0.88,-10.58,
4.06,-1.09,-10.67,
3.63,-0.88,-10.27,
3.59,-0.82,-10.22,
3.88,-0.95,-10.36,
3.49,-1.15,-10.60,
3.26,-1.27,-10.40,
3.63,-0.80,-10.37,
3.56,-0.89,-10.20,
3.88,-0.95,-10.84,
3.81,-0.88,-10.72,
3.35,-1.09,-10.44,
3.50,-0.92,-10.49,
3.56,-0.85,-10.38,
3.61,-0.95,-10.57,
3.62,-0.76,-10.57,
3.26,-1.06,-10.44,
3.28,-0.94,-10.61,
3.32,-1.14,-10.28,
3.46,-0.79,-10.45,
3.37,-1.09,-10.60,
3.27,-0.97,-10.59,
3.45,-1.06,-10.63,
3.59,-0.92,-10.61,
3.53,-0.99,-10.64,
3.30,-0.92,-10.76,
3.00,-0.98,-10.43,
3.23,-1.04,-10.65,
3.48,-0.96,-10.57,
3.35,-0.78,-10.42,
3.52,-1.06,-10.70,
3.24,-0.91,-10.54,
3.13,-1.01,-10.40,
3.37,-0.88,-10.67,
3.31,-1.05,-10.66,
3.26,-1.03,-10.70,
3.23,-1.02,-10.40,
3.36,-0.88,-10.44,
3.18,-0.87,-10.34,
3.22,-0.93,-10.61,
3.36,-1.14,-10.81,
3.39,-0.86,-10.60,
3.41,-0.80,-10.41,
3.43,-0.96,-10.59,
2.97,-1.02,-10.55,
2.79,-1.20,-10.53,
3.35,-0.85,-10.53,
3.54,-0.96,-10.58,
3.50,-0.78,-10.61,
3.09,-0.96,-10.25,
3.32,-0.93,-10.76,
3.50,-0.93,-10.70,
2.93,-0.88,-10.38,
3.20,-0.89,-10.53,
3.62,-0.84,-10.71,
3.60,-0.73,-10.62,
3.49,-1.02,-10.52,
3.21,-0.67,-10.31,
3.43,-1.08,-10.39,
3.86,-0.93,-10.71,
3.33,-0.85,-10.24,
3.15,-0.78,-10.15,
4.57,-0.88,-10.85,
4.20,-0.33,-10.64,
2.69,-1.34,-10.26,
2.35,-0.98,-10.76,
2.72,-1.10,-10.51,
3.69,-0.95,-10.88,
3.84,-0.53,-10.85,
3.49,-0.96,-10.37,
3.70,-0.55,-10.47,
3.58,-0.88,-10.24,
3.29,-1.04,-10.44,
3.31,-0.91,-10.54,
3.38,-0.70,-10.19,
3.74,-0.81,-10.37,
3.91,-0.91,-10.80,
3.61,-0.75,-10.45,
3.54,-0.70,-10.41,
3.35,-0.79,-10.54,
3.48,-0.80,-10.62,
3.66,-0.93,-10.68,
3.37,-0.73,-10.26,
3.47,-0.87,-10.65,
3.31,-0.95,-10.72,
3.31,-0.84,-10.45,
3.46,-0.77,-10.66,
3.42,-0.75,-10.47,
3.63,-0.99,-10.66,
3.56,-0.70,-10.52,
3.54,-0.70,-10.38,
3.62,-0.73,-10.54,
3.33,-0.86,-10.69,
3.11,-0.79,-10.51,
3.51,-0.83,-10.55,
3.48,-0.76,-10.37,
3.55,-0.80,-10.44,
3.42,-0.74,-10.46,
3.49,-1.12,-10.87,
3.24,-0.89,-10.59,
3.27,-0.98,-10.50,
3.41,-0.72,-10.46,
3.68,-0.71,-10.61,
3.65,-0.94,-10.72,
3.28,-0.94,-10.49,
3.35,-0.72,-10.52,
3.40,-1.02,-10.54,
3.42,-0.80,-10.65,
3.58,-0.78,-10.46,
3.51,-0.66,-10.50,
3.20,-1.07,-10.41,
3.13,-0.80,-10.40,
3.25,-0.84,-10.55,
3.41,-1.08,-10.82,
3.35,-0.78,-10.47,
3.53,-0.79,-10.67,
3.65,-0.85,-10.95,
3.85,-0.95,-11.20,
3.26,-1.11,-10.74,
3.08,-1.21,-10.81,
3.34,-0.88,-10.72,
3.28,-1.01,-10.30,
3.74,-1.11,-10.84,
3.27,-0.85,-10.50,
3.19,-0.58,-10.09,
3.92,-0.98,-10.91,
3.92,-0.81,-10.57,
3.77,-0.71,-9.88,
3.71,-0.80,-10.23,
3.34,-0.96,-10.24,
3.24,-0.92,-10.12,
3.50,-1.03,-10.68,
3.31,-1.14,-10.46,
3.32,-1.08,-10.30,
3.46,-0.77,-10.26,
3.72,-1.06,-10.53,
3.57,-0.80,-10.79,
2.99,-0.86,-10.29,
3.06,-0.79,-10.60,
3.18,-0.97,-10.86,
3.38,-0.87,-11.28,
3.35,-1.12,-11.13,
3.20,-1.12,-10.67,
3.12,-1.23,-10.59,
3.11,-1.23,-10.41,
3.47,-1.05,-10.56,
3.62,-1.21,-10.55,
3.41,-0.80,-10.53,
3.00,-1.14,-10.75,
2.79,-1.29,-11.16,
2.47,-1.00,-10.76,
2.52,-0.84,-10.72,
2.85,-1.31,-10.90,
3.34,-0.59,-10.70,
3.56,-0.93,-10.21,
3.36,-0.96,-10.02,
3.36,-0.73,-9.46,
3.77,-1.07,-9.74,
3.14,-0.60,-9.73,
2.70,-1.54,-10.75,
2.61,-1.76,-11.21,
2.18,-1.03,-10.66,
2.53,-1.48,-10.97,
3.18,-1.07,-11.56,
3.21,-0.96,-11.05,
2.84,-1.05,-10.57,
3.09,-1.13,-10.72,
2.71,-1.26,-10.48,
2.69,-1.26,-10.38,
3.00,-1.23,-10.58,
2.79,-1.39,-10.38,
2.50,-1.45,-10.37,
2.50,-1.09,-10.35,
3.02,-1.18,-10.43,
3.01,-1.41,-10.77,
2.61,-1.22,-10.35,
2.80,-1.11,-10.47,
3.07,-1.07,-10.45,
3.34,-1.19,-10.73,
3.27,-1.12,-10.66,
2.51,-0.96,-10.20,
2.83,-1.31,-10.81,
3.05,-1.26,-11.18,
2.76,-1.47,-10.95,
2.62,-1.10,-10.67,
2.45,-1.50,-10.48,
2.78,-1.18,-10.60,
3.06,-1.27,-10.74,
3.01,-1.30,-10.58,
2.57,-1.36,-10.57,
2.22,-1.64,-10.39,
2.34,-1.45,-10.56,
2.67,-1.13,-10.23,
3.18,-1.58,-10.76,
2.94,-1.15,-10.80,
2.52,-1.58,-10.42,
2.58,-1.24,-10.64,
2.43,-1.53,-10.31,
2.71,-1.44,-10.94,
2.57,-1.40,-10.55,
2.78,-1.23,-10.51,
2.69,-1.45,-10.63,
2.67,-1.36,-10.88,
2.56,-1.26,-10.50,
2.99,-1.11,-10.49,
3.10,-1.48,-10.97,
2.64,-1.49,-10.76,
2.15,-1.36,-10.21,
2.39,-1.40,-10.55,
2.60,-1.50,-10.86,
2.81,-1.32,-10.81,
2.87,-1.17,-10.67,
2.57,-1.41,-10.64,
2.43,-1.33,-10.39,
2.88,-1.12,-10.84,
2.91,-1.42,-10.85,
2.57,-1.30,-10.70,
2.43,-1.35,-10.56,
2.57,-1.38,-10.59,
2.53,-1.25,-10.56,
2.55,-1.32,-10.72,
2.73,-1.39,-10.73,
2.69,-1.07,-10.57,
2.65,-1.41,-10.76,
2.60,-1.39,-10.77,
2.36,-1.24,-10.73,
2.61,-1.39,-10.60,
2.53,-1.15,-10.97,
2.30,-1.66,-10.64,
2.48,-0.99,-10.74,
2.87,-1.37,-10.73,
2.88,-1.17,-10.65,
2.50,-1.28,-10.66,
2.43,-1.44,-10.86,
2.28,-1.44,-10.63,
2.43,-1.13,-10.66,
2.54,-1.39,-10.70,
3.01,-1.13,-10.91,
2.61,-1.25,-10.58,
2.38,-1.32,-10.46,
2.40,-1.19,-10.52,
2.60,-1.34,-10.72,
2.92,-1.27,-10.77,
2.63,-1.17,-10.49,
2.32,-1.41,-10.67,
2.11,-1.46,-10.88,
2.55,-1.36,-10.93,
2.67,-1.00,-10.59,
2.85,-1.07,-10.74,
2.67,-1.53,-10.86,
2.34,-1.10,-10.35,
2.48,-1.32,-10.55,
2.71,-1.48,-11.07,
2.50,-1.29,-10.77,
2.34,-1.07,-10.58,
2.52,-1.29,-10.72,
2.62,-1.37,-10.86,
2.69,-1.31,-10.70,
2.77,-1.11,-10.33,
2.64,-1.19,-10.33,
2.58,-1.32,-10.82,
2.41,-1.26,-10.97,
2.26,-1.38,-10.61,
2.69,-1.18,-10.80,
2.84,-1.10,-10.60,
2.62,-1.42,-10.71,
2.69,-1.38,-10.82,
2.33,-1.17,-10.33,
2.63,-1.28,-10.75,
2.90,-1.14,-10.92,
2.49,-1.38,-10.84,
2.10,-1.40,-10.59,
2.30,-1.32,-10.89,
2.50,-1.36,-10.73,
2.94,-1.07,-10.68,
3.04,-1.06,-10.62,
2.71,-1.13,-10.72,
2.38,-1.38,-10.79,
2.29,-1.26,-10.65,
2.45,-1.34,-10.73,
2.79,-1.21,-10.68,
2.60,-1.26,-10.21,
2.41,-1.27,-10.48,
2.40,-1.30,-10.80,
2.45,-1.34,-10.89,
2.50,-1.22,-10.83,
2.34,-1.16,-10.76,
2.41,-1.44,-10.78,
2.56,-1.21,-10.72,
2.49,-1.12,-10.38,
2.80,-1.12,-10.71,
2.82,-1.12,-10.63,
2.49,-1.24,-10.64,
2.13,-1.07,-10.48,
2.64,-1.43,-10.93,
2.78,-1.15,-10.79,
2.42,-1.19,-10.54,
2.28,-1.19,-10.54,
2.66,-1.44,-10.75,
2.76,-1.24,-11.00,
2.45,-1.41,-10.66,
2.54,-0.94,-10.81,
2.45,-1.00,-10.62,
2.72,-1.42,-11.33,
2.21,-0.99,-10.66,
2.21,-1.28,-10.54,
2.58,-1.30,-10.72,
2.44,-1.17,-10.37,
2.57,-1.11,-10.77,
2.54,-1.16,-10.71,
2.54,-1.14,-10.84,
2.53,-1.20,-10.62,
2.58,-0.94,-10.77,
2.44,-1.23,-10.56,
2.79,-1.07,-10.93,
2.52,-1.06,-10.62,
2.32,-1.33,-10.76,
2.21,-1.15,-10.66,
2.36,-1.10,-10.52,
2.70,-1.29,-10.89,
2.38,-1.00,-10.73,
2.47,-1.13,-10.78,
2.65,-1.07,-10.97,
2.67,-1.04,-10.78,
2.22,-1.27,-10.66,
2.62,-0.96,-10.58,
2.70,-1.34,-10.66,
2.51,-1.15,-10.46,
2.45,-1.36,-10.52,
2.50,-1.18,-10.67,
2.43,-1.07,-10.72,
2.33,-1.41,-10.81,
2.44,-1.11,-10.95,
2.48,-1.11,-10.75,
2.61,-1.13,-11.04,
2.27,-1.13,-10.65,
2.42,-0.89,-10.77,
2.53,-1.35,-10.77,
2.45,-1.10,-10.62,
2.54,-1.17,-10.64,
2.40,-1.21,-10.38,
2.45,-1.11,-10.71,
2.32,-1.13,-10.70,
2.27,-1.17,-10.63,
2.57,-1.10,-10.98,
2.53,-1.00,-10.60,
2.47,-0.94,-10.71,
2.48,-1.10,-10.86,
2.49,-1.02,-10.83,
2.34,-0.99,-10.85,
2.51,-1.34,-11.08,
2.28,-0.96,-10.63,
2.46,-1.32,-10.80,
2.51,-0.75,-10.47,
2.37,-1.26,-10.85,
2.20,-1.01,-11.06,
2.32,-1.30,-11.17,
2.42,-0.99,-10.48,
2.67,-0.96,-11.03,
1.89,-1.36,-10.44,
2.35,-1.16,-11.04,
2.25,-0.88,-10.45,
2.46,-1.03,-10.80,
2.57,-1.00,-10.77,
2.37,-1.00,-10.74,
2.27,-1.04,-10.79,
2.15,-1.09,-10.79,
2.35,-1.04,-10.76,
2.49,-1.00,-10.87,
2.33,-1.25,-10.94,
2.24,-0.90,-10.77,
2.00,-1.33,-10.75,
2.19,-0.87,-10.90,
2.14,-1.21,-10.61,
2.32,-1.00,-10.68,
2.31,-0.98,-10.74,
2.54,-1.03,-10.90,
2.49,-0.93,-10.72,
2.40,-0.95,-10.75,
2.25,-1.17,-10.79,
2.01,-1.09,-10.82,
1.87,-1.17,-10.62,
2.34,-1.10,-10.83,
2.54,-0.96,-10.88,
2.56,-1.01,-10.86,
2.31,-0.94,-10.81,
2.03,-1.16,-10.84,
2.23,-1.03,-10.72,
2.38,-1.17,-10.87,
