
Initialize MPU6050

 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3440 / -1783 / 1206

x,y,z
0.12,-0.81,8.69,
0.26,-0.87,8.86,
0.27,-0.90,8.97,
0.33,-0.79,8.97,
0.38,-0.79,8.78,
0.30,-0.60,8.45,
0.24,-0.70,8.75,
0.31,-0.62,8.90,
0.27,-0.59,8.85,
0.29,-0.54,8.78,
0.27,-0.53,8.86,
0.31,-0.61,8.88,
5.73,-1.94,5.24,
0.78,-0.14,8.54,
0.34,-0.21,8.82,
0.61,-0.20,8.70,
0.73,-0.32,8.41,
0.66,-0.22,8.68,
0.68,-0.21,8.93,
0.69,-0.32,8.90,
0.67,-0.19,8.79,
0.65,-0.14,8.89,
0.68,-0.23,8.90,
0.67,-0.22,8.95,
0.70,-0.11,8.99,
0.68,-0.12,8.86,
0.80,-0.25,8.67,
0.86,-0.27,8.60,
0.82,-0.10,8.70,
0.86,-0.06,8.67,
0.93,0.04,8.83,
0.78,-0.30,8.71,
0.65,-0.10,8.59,
0.76,-0.24,8.58,
0.89,0.05,8.92,
0.87,-0.04,8.96,
0.85,0.01,8.87,
0.84,-0.12,8.68,
0.84,-0.04,8.75,
0.79,-0.19,8.84,
0.73,0.03,8.78,
0.59,0.15,8.88,
0.67,0.00,9.09,
0.65,-0.25,8.84,
0.70,-0.30,8.79,
0.65,-0.17,8.63,
0.72,0.06,8.64,
0.71,0.11,8.70,
0.64,0.00,8.78,
0.61,0.04,8.67,
0.49,-0.11,8.91,
0.53,-0.06,8.98,
0.51,-0.10,8.95,
0.52,-0.07,8.81,
0.53,-0.03,8.70,
0.60,0.01,8.88,
0.65,0.13,8.81,
0.58,0.10,8.67,
0.78,0.11,8.99,
0.79,0.03,8.84,
0.84,-0.06,8.73,
0.86,-0.12,8.87,
0.76,0.04,8.88,
0.77,-0.02,8.99,
0.32,0.13,9.50,
0.44,0.10,8.41,
1.21,-0.31,8.42,
0.99,0.20,8.91,
-0.23,0.33,10.32,
1.87,-0.48,8.99,
0.81,-0.18,8.43,
1.13,-0.27,8.89,
1.01,-0.52,8.66,
0.84,-0.58,9.07,
0.83,-0.42,9.44,
1.02,-0.11,9.33,
2.25,-1.56,9.71,
1.51,-0.16,9.55,
1.43,0.39,8.67,
1.95,-0.27,8.93,
2.11,-0.38,8.47,
1.87,-0.25,7.85,
1.87,-0.29,7.82,
1.88,-0.73,8.17,
1.64,-1.01,8.04,
1.56,-1.08,7.91,
1.14,-0.85,8.94,
0.90,-0.36,9.68,
0.45,0.57,9.54,
-0.23,0.37,10.01,
-0.02,0.46,8.98,
0.30,0.05,10.20,
-0.16,-1.11,10.93,
-0.87,0.26,7.64,
-0.33,1.10,6.89,
-0.13,0.76,8.83,
-0.42,0.44,10.00,
0.05,-0.80,10.45,
-1.95,-0.25,7.09,
-2.04,-0.71,6.42,
-2.92,-0.88,4.98,
-3.16,-0.41,7.63,
-4.07,-0.32,7.63,
-3.83,-0.23,8.04,
-4.76,0.02,7.04,
-5.18,-0.17,8.18,
-4.84,-0.01,6.63,
-4.92,-0.07,6.15,
-5.53,-0.43,6.37,
-5.70,-0.44,6.46,
-6.08,-0.34,6.09,
-5.86,0.39,6.19,
-6.23,-0.37,5.34,
-6.04,-0.15,3.90,
-6.27,0.03,5.01,
-7.42,-0.01,5.69,
-7.65,-0.15,5.63,
-7.11,-0.68,4.45,
-7.67,-0.95,3.29,
-7.39,-0.10,4.32,
-8.39,0.42,4.12,
-8.53,0.03,5.96,
-8.27,-0.49,4.27,
-6.82,-2.35,3.63,
-7.93,-0.44,4.48,
-8.61,0.45,2.90,
-7.48,-0.83,3.60,
-8.08,-0.39,3.91,
-7.91,-1.08,3.71,
-7.71,-1.32,3.51,
-7.70,-0.54,4.64,
-8.09,-0.63,4.03,
-7.26,-1.13,3.41,
-7.91,-0.60,3.53,
-8.28,-0.93,4.47,
-8.25,-0.50,4.62,
-8.27,-0.67,4.83,
-8.03,-0.75,3.78,
-7.96,-0.84,3.79,
-9.77,-0.48,0.70,
-10.41,-0.91,8.69,
-4.07,-0.19,3.18,
-3.52,-1.96,6.27,
-0.42,-0.58,5.15,
-1.94,-1.82,5.50,
-3.91,-1.53,5.64,
-8.33,-1.62,5.78,
-8.83,-1.70,6.20,
-5.92,-1.70,6.20,
-4.83,-1.67,5.83,
-5.53,-1.64,6.20,
-6.07,-1.82,6.28,
-5.77,-1.78,6.18,
-5.40,-1.73,6.21,
-5.61,-1.73,6.23,
-5.70,-1.64,6.18,
-6.14,-1.85,6.01,
-5.95,-1.60,6.35,
-5.60,-1.84,6.06,
-5.38,-1.54,6.35,
-5.53,-1.66,6.20,
-6.00,-1.80,6.20,
-5.55,-1.97,6.55,
-4.71,-1.52,5.79,
-6.15,-1.97,6.11,
-5.75,-1.61,6.66,
-3.78,-1.79,5.70,
-7.08,-1.96,5.43,
-7.79,-1.84,7.26,
-5.02,-1.59,4.97,
-6.76,-1.79,5.73,
-7.45,-1.70,6.31,
-6.15,-1.81,5.52,
-5.30,-1.69,6.43,
-4.91,-1.61,5.33,
-6.51,-1.92,6.58,
-4.43,-1.63,5.90,
-4.65,-1.67,4.94,
-7.70,-1.92,5.88,
-8.12,-1.53,5.63,
-7.30,-1.62,4.98,
-7.93,-1.67,5.55,
-6.77,-1.59,5.48,
-5.08,-1.63,5.84,
-5.64,-1.73,4.63,
-7.74,-1.54,5.51,
-6.19,-1.71,5.49,
-6.11,-1.62,4.99,
-7.59,-1.65,5.35,
-6.40,-1.73,5.54,
-6.32,-1.20,4.04,
-7.15,-1.66,6.06,
-6.75,-1.22,3.91,
-7.65,-1.78,5.34,
-7.53,-0.92,4.77,
-8.97,-0.53,5.88,
-10.30,1.46,7.50,
-8.91,-2.82,-3.32,
-3.33,-4.76,3.53,
-5.95,-1.40,3.97,
-6.94,-1.38,6.36,
-6.23,-0.73,5.19,
-5.80,-2.07,4.66,
-5.51,-1.79,3.60,
-7.71,-2.10,2.19,
-9.72,-3.94,0.27,
-11.70,-1.54,4.11,
-9.57,-2.55,1.88,
-7.00,-3.29,2.75,
-6.20,-1.38,2.51,
-7.80,-3.91,0.11,
-10.80,-2.39,1.48,
-11.79,-2.24,4.98,
-7.08,-1.83,2.33,
-6.47,-2.68,1.82,
-9.45,-2.21,2.40,
-8.13,-3.43,3.08,
-4.70,-1.17,2.57,
-7.67,-1.98,3.21,
-9.71,-2.97,2.22,
-8.80,-3.26,1.36,
-8.70,-3.30,1.49,
-8.31,-2.08,2.56,
-7.54,-2.01,2.99,
-6.44,-2.45,1.67,
-9.03,-2.16,2.23,
-10.33,-2.98,1.48,
-8.14,-3.55,1.07,
-8.17,-1.69,1.67,
-10.13,-2.68,2.06,
-8.94,-2.75,0.98,
-8.82,-2.91,1.73,
-7.71,-2.70,1.78,
-7.21,-2.14,2.12,
-8.48,-2.50,2.19,
-8.00,-2.75,2.09,
-7.78,-2.32,2.16,
-8.79,-2.40,1.86,
-9.22,-2.92,1.73,
-8.37,-2.86,1.64,
-6.90,-2.70,1.98,
-7.90,-1.83,2.23,
-9.43,-2.80,1.92,
-8.90,-2.78,1.19,
-8.91,-2.65,1.52,
-9.07,-2.71,1.76,
-8.21,-2.49,1.89,
-7.38,-2.64,2.30,
-7.49,-2.21,2.05,
-8.62,-2.71,1.92,
-9.12,-2.79,1.46,
-8.73,-2.93,1.73,
-7.92,-2.41,1.73,
-8.38,-2.52,2.12,
-8.05,-2.70,1.90,
-8.14,-2.37,1.93,
-8.84,-2.79,1.73,
-9.22,-2.74,1.69,
-8.79,-2.64,1.69,
-7.87,-2.81,2.08,
-7.26,-2.18,2.04,
-8.10,-2.55,2.25,
-8.53,-2.61,1.87,
-8.59,-2.99,1.54,
-8.48,-2.46,1.98,
-8.01,-2.70,1.88,
-8.37,-2.47,2.00,
-8.37,-2.79,2.06,
-7.87,-2.48,1.86,
-8.64,-2.65,1.97,
-8.93,-2.80,1.75,
-8.25,-2.97,1.74,
-7.97,-2.34,2.00,
-8.38,-2.64,2.10,
-8.45,-2.69,1.61,
-8.54,-2.76,1.71,
-8.47,-2.64,1.86,
-8.30,-2.64,2.04,
-8.26,-2.60,1.80,
-8.48,-2.76,1.83,
-8.01,-2.73,1.92,
-8.07,-2.54,1.67,
-8.97,-2.74,1.94,
-8.30,-2.80,1.70,
-8.20,-2.62,1.76,
-8.78,-2.60,2.08,
-7.87,-2.69,1.62,
-8.33,-2.57,2.01,
-8.35,-2.83,1.81,
-8.19,-2.75,1.78,
-8.43,-2.60,1.97,
-8.48,-2.63,2.05,
-8.33,-2.67,1.62,
-8.24,-2.83,1.88,
-8.09,-2.59,1.79,
-8.39,-2.66,1.88,
-8.74,-2.65,1.88,
-8.35,-2.76,1.79,
-8.14,-2.64,1.70,
-8.56,-2.71,2.00,
-8.11,-2.71,1.67,
-8.28,-2.53,1.80,
-8.46,-2.90,1.69,
-8.42,-2.67,1.66,
-8.47,-2.66,1.91,
-8.25,-2.79,1.90,
-8.23,-2.70,1.77,
-8.14,-2.77,1.72,
-8.62,-2.64,1.94,
-8.58,-2.78,1.81,
-8.19,-2.69,1.75,
-8.16,-2.74,1.75,
-8.45,-2.65,1.77,
-8.56,-2.78,1.67,
-8.62,-2.68,1.75,
-8.27,-2.75,1.73,
-8.05,-2.67,1.68,
-8.63,-2.74,1.91,
-8.31,-2.74,1.77,
-8.22,-2.73,1.62,
-8.46,-2.74,1.93,
-8.18,-2.73,1.77,
-8.51,-2.68,1.83,
-8.64,-2.71,1.88,
-8.20,-2.78,1.82,
-8.08,-2.71,1.97,
-8.21,-2.76,1.87,
-8.49,-2.63,1.93,
-8.28,-2.77,1.96,
-8.08,-2.56,1.85,
-8.53,-2.72,2.01,
-8.16,-2.76,1.71,
-8.44,-2.61,1.91,
-8.70,-2.76,1.89,
-8.28,-2.78,1.83,
-7.97,-2.61,1.85,
-8.44,-2.70,1.97,
-8.34,-2.79,1.85,
-8.32,-2.71,1.73,
-8.61,-2.65,1.98,
-8.37,-2.75,1.86,
-8.28,-2.61,1.94,
-8.10,-2.69,1.93,
-8.18,-2.73,2.01,
-8.41,-2.69,1.94,
-8.34,-2.70,1.92,
-8.42,-2.75,2.05,
-8.52,-2.70,1.93,
-8.39,-2.71,1.84,
-8.22,-2.66,1.99,
-8.26,-2.67,1.95,
-8.05,-2.79,1.78,
-8.42,-2.63,2.01,
-8.51,-2.71,1.97,
-8.22,-2.81,1.86,
-8.26,-2.69,1.96,
-8.25,-2.70,2.04,
-8.35,-2.73,1.97,
-8.38,-2.70,1.92,
-8.30,-2.76,1.89,
-8.09,-2.69,1.84,
-8.44,-2.60,2.03,
-8.36,-2.69,1.96,
-8.39,-2.81,1.81,
-8.59,-2.64,2.18,
-7.88,-2.90,1.92,
-7.90,-2.46,1.97,
-8.58,-2.73,2.09,
-8.62,-2.83,1.86,
-8.12,-2.78,1.89,
-8.26,-2.50,2.18,
-8.14,-2.76,2.01,
-8.26,-2.73,1.96,
-8.38,-2.63,1.97,
-8.44,-2.85,2.11,
-8.14,-2.71,1.95,
-8.16,-2.68,2.01,
-8.35,-2.70,2.01,
-8.41,-2.74,1.97,
-8.17,-2.62,2.01,
-8.18,-2.69,1.97,
-8.43,-2.78,1.86,
-8.30,-2.73,1.94,
-8.31,-2.72,2.06,
-8.39,-2.73,2.02,
-8.17,-2.86,1.98,
-8.03,-2.60,1.94,
-8.30,-2.67,2.16,
-8.53,-2.75,2.06,
-8.15,-2.80,1.92,
-8.43,-2.70,2.03,
-8.38,-2.82,1.89,
-8.24,-2.71,1.85,
-8.20,-2.62,2.08,
-8.09,-2.73,2.12,
-8.39,-2.64,2.08,
-8.41,-2.78,1.83,
-8.43,-2.79,2.02,
-8.23,-2.74,2.03,
-8.14,-2.71,2.07,
-8.17,-2.62,2.16,
-8.22,-2.86,1.95,
-8.41,-2.62,2.15,
-8.46,-2.75,1.98,
-8.28,-2.74,1.88,
-8.33,-2.79,2.13,
-8.08,-2.75,1.98,
-8.02,-2.72,2.18,
-8.30,-2.67,2.06,
-8.12,-2.71,1.94,
-8.34,-2.68,2.03,
-8.56,-2.62,2.06,
-8.37,-2.85,2.01,
-7.88,-2.64,2.08,
-7.95,-2.49,2.13,
-8.65,-2.85,2.24,
-8.21,-2.94,1.81,
-8.39,-2.60,2.01,
-8.54,-2.81,2.21,
-7.98,-2.78,1.86,
-8.02,-2.61,2.16,
-8.55,-2.73,2.03,
-8.44,-2.84,2.02,
-8.13,-2.75,1.94,
-8.30,-2.68,2.09,
-8.42,-2.68,2.11,
-8.43,-2.82,2.02,
-8.03,-2.75,2.09,
-8.04,-2.49,2.14,
-8.41,-2.90,2.19,
-8.24,-2.66,1.90,
-8.47,-2.97,2.12,
-8.27,-2.65,1.94,
-8.26,-2.75,2.23,
-8.18,-2.56,2.13,
-8.05,-2.81,2.10,
-8.22,-2.74,2.09,
-8.41,-2.62,2.01,
-8.67,-2.75,2.19,
-8.38,-2.85,1.89,
-7.82,-2.82,2.14,
-7.83,-2.50,2.28,
-8.29,-2.72,2.28,
-8.37,-2.82,2.01,
-8.37,-2.81,1.95,
-8.42,-2.78,2.25,
-8.06,-2.71,2.13,
-7.87,-2.76,2.26,
-8.03,-2.66,2.06,
-8.46,-2.83,2.16,
-8.45,-2.77,2.15,
-8.30,-2.73,2.13,
-8.18,-2.74,2.17,
-8.07,-2.70,2.27,
-8.22,-2.72,2.27,
-7.99,-2.88,2.18,
-8.16,-2.70,2.19,
-8.43,-2.66,2.26,
-8.35,-2.94,2.18,
-8.18,-2.72,2.14,
-7.93,-2.77,2.17,
-7.99,-2.56,2.36,
-8.41,-2.71,2.42,
-8.27,-2.84,1.89,
-8.44,-2.86,2.19,
-8.29,-2.74,2.20,
-7.89,-2.67,2.30,
-7.66,-2.68,2.20,
-8.44,-2.63,2.36,
-8.36,-2.87,1.92,
-8.53,-2.84,2.16,
-8.54,-2.80,2.25,
-7.83,-2.73,2.13,
-7.90,-2.57,2.40,
-8.32,-2.73,2.30,
-8.14,-2.92,2.11,
-8.22,-2.75,2.21,
-8.51,-2.72,2.26,
-8.15,-2.84,2.20,
-8.09,-2.57,2.29,
-8.33,-2.79,2.38,
-8.20,-2.85,2.13,
-8.14,-2.74,2.15,
-8.13,-2.76,2.20,
-8.15,-2.79,2.17,
-8.26,-2.67,2.34,
-8.37,-2.78,2.21,
-8.12,-2.76,2.21,
-8.01,-2.75,2.43,
-8.02,-2.66,2.31,
-8.22,-2.91,2.21,
-8.34,-2.70,2.17,
-8.20,-2.81,2.22,
-8.10,-2.77,2.23,
-7.93,-2.70,2.30,
-8.01,-2.63,2.38,
-8.43,-2.73,2.34,
-8.34,-2.91,2.13,
-8.19,-2.85,2.12,
-8.13,-2.68,2.24,
-8.19,-2.72,2.30,
-8.07,-2.78,2.16,
-8.37,-2.78,2.20,
-8.33,-2.70,2.28,
-7.92,-2.79,2.30,
-8.04,-2.65,2.26,
-8.51,-2.85,2.39,
-8.46,-2.88,2.27,
-7.85,-2.75,2.22,
-7.94,-2.59,2.39,
-8.28,-2.65,2.24,
-8.43,-2.91,2.24,
-8.07,-2.81,2.20,
-8.13,-2.70,2.36,
-8.22,-2.78,2.37,
-8.11,-2.82,2.32,
-8.21,-2.62,2.39,
-8.17,-2.83,2.50,
-7.84,-2.67,2.20,
-8.19,-2.71,2.45,
-8.28,-2.56,2.34,
-8.33,-2.94,2.07,
-8.37,-2.80,2.26,
-8.10,-2.64,2.40,
-7.92,-2.60,2.35,
-8.14,-2.84,2.34,
-8.36,-2.73,2.26,
-8.12,-2.87,2.25,
-8.37,-2.58,2.33,
-8.34,-2.89,2.31,
-7.96,-2.72,2.16,
-8.06,-2.78,2.51,
-7.96,-2.67,2.24,
-8.41,-2.90,2.33,
-8.12,-2.84,2.22,
-7.98,-2.64,2.40,
-8.26,-2.70,2.49,
-8.28,-2.73,2.14,
-8.03,-2.68,2.25,
-8.08,-2.79,2.56,
-8.01,-2.68,2.12,
-8.19,-2.88,2.37,
-8.44,-2.66,2.40,
-8.27,-2.82,2.27,
-8.08,-2.73,2.35,
-8.00,-2.58,2.40,
-8.28,-2.79,2.28,
-8.32,-2.75,2.29,
-8.10,-2.79,2.27,
-8.06,-2.67,2.46,
-8.26,-2.78,2.37,
-8.27,-2.91,2.15,
-8.26,-2.68,2.35,
-7.98,-2.62,2.35,
-8.04,-2.82,2.40,
-8.15,-2.69,2.34,
-8.22,-2.85,2.28,
-8.18,-2.79,2.19,
-8.20,-2.78,2.33,
-8.23,-2.78,2.42,
-7.90,-2.77,2.12,
-8.15,-2.61,2.55,
-8.55,-2.70,2.38,
-8.23,-2.92,2.12,
-8.34,-2.73,2.29,
-7.95,-2.74,2.39,
-7.75,-2.66,2.44,
-8.20,-2.70,2.34,
-8.45,-2.93,2.43,
-8.32,-2.64,2.30,
-8.20,-2.91,2.29,
-7.92,-2.75,2.50,
-7.89,-2.61,2.54,
-8.25,-2.82,2.28,
-8.12,-2.92,2.20,
-8.02,-2.66,2.37,
-8.03,-2.78,2.33,
-8.38,-2.69,2.65,
-8.27,-2.79,2.35,
-8.01,-2.79,2.19,
-8.22,-2.72,2.38,
-8.15,-2.77,2.41,
-8.08,-2.83,2.29,
-8.00,-2.67,2.37,
-8.01,-2.72,2.48,
-8.12,-2.72,2.30,
-8.27,-2.75,2.35,
-8.24,-2.71,2.42,
-8.23,-2.82,2.42,
-7.91,-2.83,2.26,
-8.09,-2.65,2.56,
-8.15,-2.77,2.32,
-8.31,-2.80,2.33,
-8.31,-2.82,2.33,
-8.03,-2.85,2.42,
-7.81,-2.63,2.44,
-8.20,-2.68,2.57,
-8.40,-2.79,2.34,
-8.17,-2.89,2.19,
-8.12,-2.69,2.32,
-7.89,-2.67,2.40,
-8.19,-2.67,2.41,
-8.24,-2.85,2.27,
-8.21,-2.76,2.47,
-8.26,-2.65,2.35,
-8.13,-2.92,2.25,
-8.00,-2.70,2.22,
-8.17,-2.69,2.54,
-8.11,-2.69,2.33,
-8.20,-2.85,2.40,
-8.17,-2.67,2.51,
-8.09,-2.82,2.31,
-8.28,-2.87,2.42,
-7.94,-2.73,2.16,
-8.00,-2.73,2.47,
-8.21,-2.79,2.27,
-8.26,-2.83,2.30,
-7.98,-2.79,2.37,
-8.13,-2.58,2.47,
-8.12,-2.77,1.95,
-8.32,-2.87,2.42,
-8.23,-2.66,2.20,
-8.19,-2.88,2.38,
-8.09,-2.67,2.36,
-7.93,-2.73,2.35,
-8.32,-2.77,2.35,
-8.38,-2.91,2.21,
-7.96,-2.67,2.22,
-8.16,-2.73,2.49,
-8.06,-2.75,2.27,
-8.30,-2.87,2.35,
-8.19,-2.57,2.26,
-8.02,-2.87,2.34,
-8.04,-2.80,2.16,
-8.22,-2.92,2.34,
-7.96,-2.62,2.42,
-8.32,-2.77,2.65,
-8.29,-2.82,2.21,
-7.89,-2.93,2.17,
-8.23,-2.63,2.56,
-8.22,-2.78,2.52,
-8.04,-2.81,2.21,
-8.02,-2.62,2.55,
-8.37,-2.82,2.38,
-8.25,-2.90,2.22,
-8.16,-2.77,2.30,
-8.28,-2.73,2.32,
-8.06,-2.81,2.34,
-8.05,-2.77,2.37,
-8.40,-2.76,2.31,
-8.03,-2.94,2.27,
-8.04,-2.63,2.45,
-8.28,-2.73,2.43,
-8.17,-2.75,2.44,
-8.09,-2.81,2.32,
-8.07,-2.75,2.43,
-8.23,-2.82,2.36,
-8.07,-2.86,2.28,
-8.03,-2.82,2.41,
-7.96,-2.68,2.56,
-7.96,-2.71,2.23,
-8.49,-2.91,2.37,
-8.48,-2.76,2.35,
-8.13,-2.88,2.21,
-7.87,-2.90,2.50,
-7.98,-2.54,2.41,
-8.21,-2.92,2.22,
-8.36,-2.82,2.32,
-8.29,-2.80,2.29,
-8.31,-2.88,2.29,
-8.07,-2.74,2.37,
-8.01,-2.73,2.33,
-8.17,-2.78,2.34,
-8.26,-2.85,2.18,
-8.25,-2.81,2.37,
-8.26,-2.61,2.29,
-8.13,-2.99,2.15,
-8.22,-2.67,2.44,
-8.07,-2.80,2.28,
-8.08,-2.84,2.27,
-8.22,-2.77,2.35,
-8.35,-2.89,2.26,
-8.04,-2.79,2.19,
-8.17,-2.74,2.33,
-8.31,-2.88,2.51,
-7.92,-2.72,2.07,
-8.11,-2.96,2.28,
-8.24,-2.68,2.45,
-8.15,-2.79,2.20,
-8.18,-2.84,2.37,
-8.28,-2.75,2.29,
-8.24,-2.89,2.12,
-7.94,-2.74,2.27,
-8.06,-2.69,2.38,
-8.36,-2.84,2.21,
-8.25,-3.03,2.07,
-8.44,-2.66,2.47,
-8.02,-2.75,2.32,
-7.86,-2.84,2.43,
-8.20,-2.67,2.27,
-8.43,-3.02,2.16,
-8.23,-2.96,2.29,
-7.74,-2.72,2.30,
-8.13,-2.75,2.44,
-8.18,-2.79,2.33,
-8.28,-2.89,2.23,
-8.15,-2.65,2.31,
-8.13,-2.86,2.27,
-8.23,-2.80,2.29,
-8.20,-2.88,2.36,
-7.88,-2.68,2.30,
-8.12,-2.76,2.38,
-8.09,-2.80,2.33,
-8.43,-2.81,2.27,
-8.45,-2.85,2.19,
-8.14,-2.83,2.31,
-7.71,-2.61,2.30,
-8.15,-2.75,2.36,
-8.41,-2.86,2.24,
-8.24,-2.89,2.16,
-8.33,-2.84,2.36,
-7.87,-2.73,2.30,
-8.01,-2.66,2.24,
-8.15,-2.81,2.30,
-8.34,-2.81,2.24,
-8.39,-2.91,2.17,
-8.21,-2.82,2.38,
-7.91,-2.78,2.36,
-7.95,-2.78,2.40,
-8.40,-2.83,2.39,
-8.05,-2.95,2.14,
-8.01,-2.76,2.31,
-8.45,-2.68,2.49,
-8.33,-2.89,2.23,
-8.32,-2.75,2.33,
-7.76,-2.86,2.47,
-7.25,-2.58,2.45,
-7.82,-2.55,2.77,
-8.38,-3.02,2.02,
-8.88,-3.11,2.09,
-9.00,-2.76,2.09,
-8.63,-2.61,2.13,
-8.59,-2.63,2.74,
-7.36,-3.12,2.03,
-7.72,-3.08,1.85,
-9.47,-2.03,3.19,
-9.10,-3.28,2.11,
-8.40,-3.78,1.46,
-8.01,-2.49,2.61,
-7.38,-3.05,2.75,
-6.99,-3.37,1.30,
-8.57,-3.15,2.78,
-8.74,-3.02,2.44,
-8.42,-3.61,2.33,
-8.74,-3.05,2.78,
-8.56,-3.09,2.60,
-7.72,-3.22,3.42,
-6.75,-3.22,2.67,
-9.14,-3.80,3.13,
-9.75,-3.84,2.66,
-9.01,-4.00,1.51,
-9.43,-4.07,1.95,
-8.95,-4.20,2.20,
-7.12,-4.00,2.49,
-6.84,-3.85,3.13,
-7.97,-4.07,3.34,
-7.68,-4.33,1.94,
-8.59,-5.41,1.65,
-8.96,-5.44,1.83,
-7.94,-5.48,2.54,
-5.82,-4.72,2.44,
-6.62,-4.70,3.74,
-7.02,-5.15,3.34,
-6.46,-5.65,2.71,
-6.18,-6.16,1.88,
-6.55,-6.24,2.20,
-5.77,-6.36,2.28,
-4.37,-6.52,1.68,
-4.91,-7.44,1.51,
-6.48,-7.35,1.68,
-6.32,-6.71,2.45,
-3.58,-6.64,1.80,
-1.76,-7.99,0.67,
-1.82,-9.02,0.34,
-3.94,-8.62,1.12,
-5.11,-8.17,2.05,
-4.00,-7.70,1.08,
-3.73,-8.55,1.47,
-2.69,-8.65,1.25,
-1.26,-8.87,0.58,
-2.04,-9.28,0.56,
-3.09,-7.63,1.91,
-2.01,-8.34,1.20,
-1.96,-8.67,0.14,
-0.88,-9.35,0.65,
-0.32,-9.11,-0.03,
-1.69,-10.00,0.86,
-3.41,-8.51,1.20,
-3.90,-8.91,1.43,
-2.97,-9.11,0.23,
-1.65,-10.31,-0.08,
-1.23,-10.34,-0.06,
-1.89,-9.36,0.97,
-2.41,-8.24,1.21,
-1.70,-9.79,0.21,
-0.41,-9.58,-0.56,
-0.46,-9.69,-0.03,
0.29,-9.88,0.28,
1.00,-9.85,-0.90,
-0.73,-9.24,0.53,
-0.42,-9.43,-0.36,
-0.58,-9.24,0.07,
-0.77,-9.34,0.87,
-0.61,-8.99,0.87,
-0.30,-9.35,0.55,
0.53,-9.24,-0.09,
0.57,-9.55,-0.28,
-0.06,-9.61,-0.11,
-0.91,-9.38,-0.15,
-0.86,-9.90,-0.43,
-0.09,-10.09,-1.32,
-0.00,-10.35,-0.61,
1.06,-9.90,-0.68,
0.51,-9.81,-0.54,
0.17,-10.30,-1.04,
0.13,-10.23,-1.31,
0.30,-10.44,-1.34,
1.12,-10.80,-2.90,
1.09,-11.84,-2.68,
-0.16,-9.36,-0.95,
-0.73,-9.34,0.28,
0.40,-9.65,-0.95,
1.69,-9.74,-1.16,
2.83,-10.47,-2.23,
0.65,-8.53,-0.30,
-0.16,-10.10,-0.67,
0.97,-10.75,-2.60,
0.35,-10.67,-2.04,
-0.12,-10.39,-0.17,
0.89,-10.02,-2.03,
0.51,-10.36,-1.25,
0.99,-10.06,-1.75,
-3.73,-5.36,7.61,
2.22,-13.34,-7.26,
0.85,-9.84,0.36,
1.28,-10.12,-1.87,
0.76,-10.94,-1.26,
0.88,-8.78,-0.58,
0.01,-10.22,-0.36,
0.63,-10.07,-1.21,
0.74,-9.22,-0.39,
0.25,-9.57,-0.06,
0.14,-9.94,-1.06,
0.33,-9.89,-0.66,
0.63,-9.67,-0.82,
0.05,-9.85,-0.58,
0.44,-10.34,-1.40,
0.51,-10.07,-0.88,
0.66,-9.82,-0.50,
1.23,-10.45,-1.52,
0.85,-10.59,-1.43,
0.22,-9.79,-0.80,
-0.02,-9.69,-0.39,
0.77,-9.63,-0.73,
1.72,-9.94,-1.21,
1.91,-10.88,-2.30,
0.94,-10.70,-1.99,
-0.69,-9.77,-0.34,
-0.52,-9.41,-0.19,
0.36,-10.07,-0.79,
0.94,-9.91,-0.65,
0.71,-9.67,-0.33,
-0.22,-9.76,-0.34,
-0.72,-9.67,-0.15,
0.76,-10.44,-1.33,
1.17,-9.72,-0.78,
0.46,-9.78,-0.69,
0.47,-10.01,-0.86,
0.67,-10.08,-1.07,
0.37,-9.99,-0.72,
0.29,-9.89,-0.77,
0.38,-10.09,-0.91,
1.11,-10.09,-1.05,
0.64,-9.75,-0.70,
-0.41,-9.91,-0.54,
-0.04,-9.87,-0.78,
0.28,-10.22,-1.02,
0.33,-9.83,-0.83,
0.42,-9.91,-0.77,
0.71,-9.93,-0.96,
0.72,-10.00,-0.93,
0.57,-10.33,-1.16,
0.33,-9.86,-0.79,
0.25,-9.73,-0.54,
0.49,-10.08,-1.14,
0.13,-10.03,-0.99,
0.19,-9.79,-0.84,
0.38,-10.07,-1.00,
0.71,-10.33,-1.42,
0.12,-9.82,-0.65,
-0.01,-9.57,-0.44,
0.45,-10.20,-1.17,
0.40,-9.92,-1.05,
0.28,-9.77,-0.76,
0.27,-10.01,-0.94,
0.31,-10.05,-1.11,
0.43,-9.83,-0.84,
0.40,-10.10,-0.96,
0.50,-9.75,-0.95,
0.18,-9.95,-0.89,
0.24,-10.05,-0.94,
0.38,-9.72,-0.77,
-0.03,-10.01,-0.93,
0.27,-10.22,-1.19,
0.09,-9.54,-0.52,
0.19,-9.93,-0.89,
0.43,-10.22,-1.23,
0.44,-10.16,-1.09,
0.42,-9.71,-0.82,
-0.22,-9.71,-0.60,
-0.26,-9.98,-0.91,
0.46,-10.02,-1.16,
0.93,-9.95,-1.13,
0.53,-10.09,-1.06,
-0.38,-9.81,-0.56,
-0.10,-9.90,-0.79,
0.47,-10.01,-1.04,
-0.02,-9.87,-0.87,
-0.11,-9.92,-0.76,
0.53,-9.98,-1.07,
0.70,-9.94,-1.04,
0.32,-9.85,-0.97,
-0.24,-9.97,-0.89,
